time_to_sync,platform_latency,demand_score,concurrent_requests,reliability_gap,conflict
8.42731968806472,3.8697802427798167,0.7160999706587471,12,0.22294543302151573,0
4.463894921437095,2.1943921987602617,0.35711559589661857,11,0.2704722981496708,1
9.529751615601034,4.292989599556912,0.8518678557465443,1,0.1795990417373051,1
6.507945897177367,3.4868401452968194,0.24097716026311733,2,0.15857232898865298,0
1.1589886531924942,0.47088673943824766,0.5383934900866247,14,0.2670487672791226,0
8.850929882268007,4.878111758183779,0.18413921714918247,14,0.13633851844925904,1
4.892651908307978,3.805698509951765,0.495300616385842,13,0.24347120880865286,1
1.4163896797290498,3.930321526384769,0.1524665089783862,3,0.016153908133442318,0
1.5269013384142072,0.6405681633777294,0.16157862437152193,12,0.00038698333689664023,0
6.875339351098718,2.251929689477836,0.6122233770420157,1,0.15848774688130704,0
0.47372506729489783,1.8539901211629062,0.26378604217576673,3,0.022083568144914068,0
2.8659376491381328,4.633824944243009,0.1723672265642473,12,0.29296290403591907,1
1.397875904698681,3.2193256004033226,0.9297682501350731,15,0.0016503522119396318,0
4.410774296172843,4.113808066354149,0.04300325074005107,16,0.2154448909495939,0
4.1435377199436125,2.2170709941366558,0.5651481126958872,24,0.0730154087358662,1
5.218764346888559,1.1361936089238844,0.5482638418332653,21,0.29026560158161685,1
2.796363291025302,2.772923935079174,0.2506088744030598,9,0.11446249518836883,0
0.32043589378177195,0.3190862805208766,0.4527717451128178,19,0.008185027879159545,0
6.1438610653518575,4.13815585996291,0.08773778308263547,2,0.008080729622634819,0
3.7371800288235137,3.1583219956103243,0.7212701459238856,21,0.16601201151740658,1
6.513349987400464,3.7904387004268694,0.2216971483768232,9,0.29601359370938435,0
1.0866697080426846,1.772629840649342,0.1933853598265559,19,0.2939320605137158,1
0.1377735529405033,4.853490121974517,0.31487847827750304,24,0.10118189168677973,1
2.4829424788529275,4.465605606610988,0.902369920263142,17,0.1448110947566691,1
4.5654732299405225,3.8919174853688094,0.7964666482835426,23,0.03013674173934483,1
3.940719741684673,0.9731935392598379,0.9468922911337576,0,0.1566530567975195,0
8.103025552734664,2.333605018635171,0.6519623460330854,4,0.17991047971448193,0
3.7783764419282395,0.21901882893614388,0.6629215110320876,15,0.07531849968339631,0
5.304411796030789,0.7714474603377391,0.48003099942621696,13,0.18363433077455213,0
5.935155924421922,3.415244766212273,0.9051863233669755,3,0.26990782550887615,0
0.21831391645811604,3.7238107795390856,0.510877149270329,17,0.0002866000270441593,1
5.15133376846189,4.83754866217105,0.35506007079502466,1,0.06868013229238334,0
3.4483125939883785,1.6291267906907598,0.6403750099176652,24,0.06297586899718144,0
4.212801276832546,1.8522985301743444,0.5461394934009635,3,0.037165860910148105,0
1.0028739849525026,2.3477790563790397,0.12401981530989548,11,0.04983036382113056,0
7.828205656486452,0.9473567954214285,0.39272541391242954,20,0.18777376360961628,0
9.424042508085225,0.6496075266773582,0.31332541109448,12,0.03080831704519279,0
0.22268820629600006,2.3785246311296686,0.8468337750111318,18,0.2215594827062165,1
6.013727628113479,1.1345467452544207,0.37884255697310876,17,0.266106777167515,0
7.638440672883581,3.3490699734125515,0.8215552326388926,23,0.2779763172535107,1
2.8480758864988944,2.1857595943616537,0.44238959390094557,11,0.19805274429591024,0
7.8755558486321675,4.163390980289187,0.75350056344561,24,0.0592189231900848,1
6.323550507663013,3.5013255100112457,0.13528192851118992,12,0.025588972661972364,0
9.2916263227107,1.5618332069102054,0.9246502196584624,22,0.06960748614209988,1
9.810048113537729,4.161299006976005,0.48055989079891825,18,0.28858715573551275,0
0.42346113998704804,4.023821787484009,0.2597982456263064,3,0.2887035605252136,0
4.449377610270062,1.9373918951508724,0.24148960636480687,16,0.1145756651755026,0
5.469877875782182,1.4416405196512205,0.2650772885749719,21,0.09773746232926518,0
1.4674323320765248,3.4124775198748774,0.36672417291796766,3,0.1530031746777196,0
3.362858304273617,0.698762418046549,0.7175195326756167,20,0.0875064274402202,0
9.876474477564617,0.9995410123755416,0.9496030429007936,2,0.293898735496669,0
0.16230456342471444,0.03681134875502756,0.6690374301236321,21,0.06636641700737322,0
4.525079315243841,3.934621887510692,0.5471662709441008,19,0.11074280465483057,0
8.426546217181961,3.324254282960161,0.44859780801713467,3,0.12881126271005347,1
3.239012627192884,3.5258268931316756,0.8281944670376165,18,0.037519206924348646,1
4.797985027551533,3.9036451551098397,0.8496572024460699,2,0.11484744803103895,1
9.7804574578798,2.2945788776916998,0.2930376744328186,14,0.257019216030592,0
4.748768364757039,2.8437059797644686,0.9534202486534301,23,0.042108300437027534,0
1.3092131214649905,0.6989849906382872,0.3951153632063821,5,0.17520658524785618,0
0.5172149166639106,0.5726503676798672,0.8000780691915278,4,0.12199114141800503,0
9.454165724399484,3.3420148089523583,0.9668198780822334,10,0.05116101783523642,1
2.658094132750657,2.3554810307156626,0.7036581008556112,9,0.0037008493347617465,0
5.040639065645509,2.826180532405944,0.16155072645119373,1,0.08200299104697006,0
0.907017660899686,3.824994287080128,0.5861369551739308,11,0.018548688209400577,0
4.236551205506051,3.173591600002954,0.11877712309557842,6,0.11303054138902055,1
9.301055192501241,2.767897003289979,0.7891420398689263,3,0.24306295670980368,0
5.024129936309384,2.796035803727068,0.28131517387388294,6,0.21590557826328372,0
9.711351518023278,1.519750490313061,0.6952148230600186,0,0.2842151135105301,1
